tool	rank	metric	sample	value
metaphlan2.9.21	phylum	Shannon diversity	34	0.7372718494859747
metaphlan2.9.21	phylum	Shannon equitability	34	0.6710937580898516
metaphlan2.9.21	class	Shannon diversity	34	1.1765428211530005
metaphlan2.9.21	class	Shannon equitability	34	0.6566410510780731
metaphlan2.9.21	order	Shannon diversity	34	1.2533461405696122
metaphlan2.9.21	order	Shannon equitability	34	0.6440925040542483
metaphlan2.9.21	family	Shannon diversity	34	2.0221001655076445
metaphlan2.9.21	family	Shannon equitability	34	0.6641764699949767
metaphlan2.9.21	genus	Shannon diversity	34	2.4167048637287083
metaphlan2.9.21	genus	Shannon equitability	34	0.58330347027685
metaphlan2.9.21	species	Shannon diversity	34	3.872191486229763
metaphlan2.9.21	species	Shannon equitability	34	0.7557023237857972
metaphlan2.9.21	superkingdom	True positives	34	1.0
metaphlan2.9.21	superkingdom	False negatives	34	0.0
metaphlan2.9.21	superkingdom	False positives	34	0.0
metaphlan2.9.21	superkingdom	Purity (precision)	34	1.0
metaphlan2.9.21	superkingdom	Completeness (recall)	34	1.0
metaphlan2.9.21	superkingdom	F1 score	34	1.0
metaphlan2.9.21	superkingdom	Jaccard index	34	1.0
metaphlan2.9.21	superkingdom	Taxon counts	34	1.0
metaphlan2.9.21	phylum	True positives	34	3.0
metaphlan2.9.21	phylum	False negatives	34	1.0
metaphlan2.9.21	phylum	False positives	34	0.0
metaphlan2.9.21	phylum	Purity (precision)	34	1.0
metaphlan2.9.21	phylum	Completeness (recall)	34	0.75
metaphlan2.9.21	phylum	F1 score	34	0.8571428571428571
metaphlan2.9.21	phylum	Jaccard index	34	0.75
metaphlan2.9.21	phylum	Taxon counts	34	3.0
metaphlan2.9.21	class	True positives	34	6.0
metaphlan2.9.21	class	False negatives	34	2.0
metaphlan2.9.21	class	False positives	34	0.0
metaphlan2.9.21	class	Purity (precision)	34	1.0
metaphlan2.9.21	class	Completeness (recall)	34	0.75
metaphlan2.9.21	class	F1 score	34	0.8571428571428571
metaphlan2.9.21	class	Jaccard index	34	0.75
metaphlan2.9.21	class	Taxon counts	34	6.0
metaphlan2.9.21	order	True positives	34	7.0
metaphlan2.9.21	order	False negatives	34	3.0
metaphlan2.9.21	order	False positives	34	0.0
metaphlan2.9.21	order	Purity (precision)	34	1.0
metaphlan2.9.21	order	Completeness (recall)	34	0.7
metaphlan2.9.21	order	F1 score	34	0.8235294117647058
metaphlan2.9.21	order	Jaccard index	34	0.7
metaphlan2.9.21	order	Taxon counts	34	7.0
metaphlan2.9.21	family	True positives	34	20.0
metaphlan2.9.21	family	False negatives	34	5.0
metaphlan2.9.21	family	False positives	34	1.0
metaphlan2.9.21	family	Purity (precision)	34	0.9523809523809523
metaphlan2.9.21	family	Completeness (recall)	34	0.8
metaphlan2.9.21	family	F1 score	34	0.8695652173913043
metaphlan2.9.21	family	Jaccard index	34	0.7692307692307693
metaphlan2.9.21	family	Taxon counts	34	21.0
metaphlan2.9.21	genus	True positives	34	58.0
metaphlan2.9.21	genus	False negatives	34	16.0
metaphlan2.9.21	genus	False positives	34	5.0
metaphlan2.9.21	genus	Purity (precision)	34	0.9206349206349206
metaphlan2.9.21	genus	Completeness (recall)	34	0.7837837837837838
metaphlan2.9.21	genus	F1 score	34	0.8467153284671532
metaphlan2.9.21	genus	Jaccard index	34	0.7341772151898734
metaphlan2.9.21	genus	Taxon counts	34	63.0
metaphlan2.9.21	species	True positives	34	151.0
metaphlan2.9.21	species	False negatives	34	74.0
metaphlan2.9.21	species	False positives	34	17.0
metaphlan2.9.21	species	Purity (precision)	34	0.8988095238095238
metaphlan2.9.21	species	Completeness (recall)	34	0.6711111111111111
metaphlan2.9.21	species	F1 score	34	0.7684478371501272
metaphlan2.9.21	species	Jaccard index	34	0.6239669421487604
metaphlan2.9.21	species	Taxon counts	34	168.0
metaphlan2.9.21	strain	True positives	34	0.0
metaphlan2.9.21	strain	False negatives	34	282.0
metaphlan2.9.21	strain	False positives	34	0.0
metaphlan2.9.21	strain	Purity (precision)	34	0.0
metaphlan2.9.21	strain	Completeness (recall)	34	0.0
metaphlan2.9.21	strain	Jaccard index	34	0.0
metaphlan2.9.21	strain	Taxon counts	34	0.0
metaphlan2.9.21	superkingdom	L1 norm error	34	0.0
metaphlan2.9.21	phylum	L1 norm error	34	0.0900505999999999
metaphlan2.9.21	class	L1 norm error	34	0.24518284750611524
metaphlan2.9.21	order	L1 norm error	34	0.2451815677488354
metaphlan2.9.21	family	L1 norm error	34	0.41071679156805774
metaphlan2.9.21	genus	L1 norm error	34	0.4386804650195021
metaphlan2.9.21	species	L1 norm error	34	0.5878578095524365
metaphlan2.9.21	na	Weighted UniFrac error	34	2.993631961294937
metaphlan2.9.21	na	Unweighted UniFrac error	34	2103.962095820636
metaphlan2.9.21	superkingdom	Bray-Curtis distance	35	0.0
metaphlan2.9.21	phylum	Bray-Curtis distance	35	0.020656035430064636
metaphlan2.9.21	class	Bray-Curtis distance	35	0.05006789209190219
metaphlan2.9.21	order	Bray-Curtis distance	35	0.051028186724237104
metaphlan2.9.21	family	Bray-Curtis distance	35	0.05884656224901317
metaphlan2.9.21	genus	Bray-Curtis distance	35	0.05619650376123007
metaphlan2.9.21	species	Bray-Curtis distance	35	0.07061197749412565
metaphlan2.9.21	superkingdom	Shannon diversity	35	0.0
metaphlan2.9.21	superkingdom	Shannon equitability	35	0.0
metaphlan2.9.21	phylum	Shannon diversity	35	0.3964335326171209
metaphlan2.9.21	phylum	Shannon equitability	35	0.36084935213835323
metaphlan2.9.21	class	Shannon diversity	35	0.6155512754097685
metaphlan2.9.21	class	Shannon equitability	35	0.31633078007666593
metaphlan2.9.21	order	Shannon diversity	35	0.6297296620679661
metaphlan2.9.21	order	Shannon equitability	35	0.30283595352204584
metaphlan2.9.21	family	Shannon diversity	35	0.7499776432090606
metaphlan2.9.21	family	Shannon equitability	35	0.270497256658826
metaphlan2.9.21	genus	Shannon diversity	35	0.7773464087737033
metaphlan2.9.21	genus	Shannon equitability	35	0.2414962400127791
metaphlan2.9.21	species	Shannon diversity	35	2.5519656045669064
metaphlan2.9.21	species	Shannon equitability	35	0.6183383836043963
metaphlan2.9.21	superkingdom	True positives	35	1.0
metaphlan2.9.21	superkingdom	False negatives	35	0.0
metaphlan2.9.21	superkingdom	False positives	35	0.0
metaphlan2.9.21	superkingdom	Purity (precision)	35	1.0
metaphlan2.9.21	superkingdom	Completeness (recall)	35	1.0
metaphlan2.9.21	superkingdom	F1 score	35	1.0
metaphlan2.9.21	superkingdom	Jaccard index	35	1.0
metaphlan2.9.21	superkingdom	Taxon counts	35	1.0
metaphlan2.9.21	phylum	True positives	35	3.0
metaphlan2.9.21	phylum	False negatives	35	1.0
metaphlan2.9.21	phylum	False positives	35	0.0
metaphlan2.9.21	phylum	Purity (precision)	35	1.0
metaphlan2.9.21	phylum	Completeness (recall)	35	0.75
metaphlan2.9.21	phylum	F1 score	35	0.8571428571428571
metaphlan2.9.21	phylum	Jaccard index	35	0.75
metaphlan2.9.21	phylum	Taxon counts	35	3.0
metaphlan2.9.21	class	True positives	35	7.0
metaphlan2.9.21	class	False negatives	35	3.0
metaphlan2.9.21	class	False positives	35	0.0
metaphlan2.9.21	class	Purity (precision)	35	1.0
metaphlan2.9.21	class	Completeness (recall)	35	0.7
metaphlan2.9.21	class	F1 score	35	0.8235294117647058
metaphlan2.9.21	class	Jaccard index	35	0.7
metaphlan2.9.21	class	Taxon counts	35	7.0
metaphlan2.9.21	order	True positives	35	8.0
metaphlan2.9.21	order	False negatives	35	3.0
metaphlan2.9.21	order	False positives	35	0.0
metaphlan2.9.21	order	Purity (precision)	35	1.0
metaphlan2.9.21	order	Completeness (recall)	35	0.7272727272727273
metaphlan2.9.21	order	F1 score	35	0.8421052631578948
metaphlan2.9.21	order	Jaccard index	35	0.7272727272727273
metaphlan2.9.21	order	Taxon counts	35	8.0
metaphlan2.9.21	family	True positives	35	15.0
metaphlan2.9.21	family	False negatives	35	3.0
metaphlan2.9.21	family	False positives	35	1.0
metaphlan2.9.21	family	Purity (precision)	35	0.9375
metaphlan2.9.21	family	Completeness (recall)	35	0.8333333333333334
metaphlan2.9.21	family	F1 score	35	0.8823529411764706
metaphlan2.9.21	family	Jaccard index	35	0.7894736842105263
metaphlan2.9.21	family	Taxon counts	35	16.0
metaphlan2.9.21	genus	True positives	35	23.0
metaphlan2.9.21	genus	False negatives	35	6.0
metaphlan2.9.21	genus	False positives	35	2.0
metaphlan2.9.21	genus	Purity (precision)	35	0.92
metaphlan2.9.21	genus	Completeness (recall)	35	0.7931034482758621
metaphlan2.9.21	genus	F1 score	35	0.851851851851852
metaphlan2.9.21	genus	Jaccard index	35	0.7419354838709677
metaphlan2.9.21	genus	Taxon counts	35	25.0
metaphlan2.9.21	species	True positives	35	50.0
metaphlan2.9.21	species	False negatives	35	13.0
metaphlan2.9.21	species	False positives	35	12.0
metaphlan2.9.21	species	Purity (precision)	35	0.8064516129032258
metaphlan2.9.21	species	Completeness (recall)	35	0.7936507936507936
metaphlan2.9.21	species	F1 score	35	0.7999999999999999
metaphlan2.9.21	species	Jaccard index	35	0.6666666666666666
metaphlan2.9.21	species	Taxon counts	35	62.0
metaphlan2.9.21	strain	True positives	35	0.0
metaphlan2.9.21	strain	False negatives	35	68.0
metaphlan2.9.21	strain	False positives	35	0.0
metaphlan2.9.21	strain	Purity (precision)	35	0.0
metaphlan2.9.21	strain	Completeness (recall)	35	0.0
metaphlan2.9.21	strain	Jaccard index	35	0.0
metaphlan2.9.21	strain	Taxon counts	35	0.0
metaphlan2.9.21	superkingdom	L1 norm error	35	0.0
metaphlan2.9.21	phylum	L1 norm error	35	0.041312070860129266
metaphlan2.9.21	class	L1 norm error	35	0.10013578418380437
metaphlan2.9.21	order	L1 norm error	35	0.10205637344847421
metaphlan2.9.21	family	L1 norm error	35	0.11769312449802634
metaphlan2.9.21	genus	L1 norm error	35	0.11239300752246013
metaphlan2.9.21	species	L1 norm error	35	0.14122395498825133
metaphlan2.9.21	na	Weighted UniFrac error	35	1.5967281316421935
metaphlan2.9.21	na	Unweighted UniFrac error	35	440.5716194819876
metaphlan2.9.21	superkingdom	Bray-Curtis distance	36	0.0
metaphlan2.9.21	phylum	Bray-Curtis distance	36	0.08682819999999998
metaphlan2.9.21	class	Bray-Curtis distance	36	0.12599642925767068
metaphlan2.9.21	order	Bray-Curtis distance	36	0.12678538441206444
metaphlan2.9.21	family	Bray-Curtis distance	36	0.18906994198641597
metaphlan2.9.21	genus	Bray-Curtis distance	36	0.28696811132746985
metaphlan2.9.21	species	Bray-Curtis distance	36	0.3786920646412617
metaphlan2.9.21	superkingdom	Shannon diversity	36	0.0
metaphlan2.9.21	superkingdom	Shannon equitability	36	0.0
metaphlan2.9.21	phylum	Shannon diversity	36	0.8080736609609291
metaphlan2.9.21	phylum	Shannon equitability	36	0.7355403442105933
metaphlan2.9.21	class	Shannon diversity	36	1.1604596205214135
metaphlan2.9.21	class	Shannon equitability	36	0.5281479337575423
metaphlan2.9.21	order	Shannon diversity	36	1.2128613765206562
metaphlan2.9.21	order	Shannon equitability	36	0.5058024803165124
metaphlan2.9.21	family	Shannon diversity	36	1.9740205868344052
metaphlan2.9.21	family	Shannon equitability	36	0.6211413312084402
metaphlan2.9.21	genus	Shannon diversity	36	2.902035964747709
metaphlan2.9.21	genus	Shannon equitability	36	0.7209397309127319
metaphlan2.9.21	species	Shannon diversity	36	4.049624584595466
metaphlan2.9.21	species	Shannon equitability	36	0.8159885884606839
metaphlan2.9.21	superkingdom	True positives	36	1.0
metaphlan2.9.21	superkingdom	False negatives	36	0.0
metaphlan2.9.21	superkingdom	False positives	36	0.0
metaphlan2.9.21	superkingdom	Purity (precision)	36	1.0
metaphlan2.9.21	superkingdom	Completeness (recall)	36	1.0
metaphlan2.9.21	superkingdom	F1 score	36	1.0
metaphlan2.9.21	superkingdom	Jaccard index	36	1.0
metaphlan2.9.21	superkingdom	Taxon counts	36	1.0
metaphlan2.9.21	phylum	True positives	36	3.0
metaphlan2.9.21	phylum	False negatives	36	1.0
metaphlan2.9.21	phylum	False positives	36	0.0
metaphlan2.9.21	phylum	Purity (precision)	36	1.0
metaphlan2.9.21	phylum	Completeness (recall)	36	0.75
metaphlan2.9.21	phylum	F1 score	36	0.8571428571428571
metaphlan2.9.21	phylum	Jaccard index	36	0.75
metaphlan2.9.21	phylum	Taxon counts	36	3.0
metaphlan2.9.21	class	True positives	36	9.0
metaphlan2.9.21	class	False negatives	36	2.0
metaphlan2.9.21	class	False positives	36	0.0
metaphlan2.9.21	class	Purity (precision)	36	1.0
metaphlan2.9.21	class	Completeness (recall)	36	0.8181818181818182
metaphlan2.9.21	class	F1 score	36	0.9
metaphlan2.9.21	class	Jaccard index	36	0.8181818181818182
metaphlan2.9.21	class	Taxon counts	36	9.0
metaphlan2.9.21	order	True positives	36	11.0
metaphlan2.9.21	order	False negatives	36	4.0
metaphlan2.9.21	order	False positives	36	0.0
metaphlan2.9.21	order	Purity (precision)	36	1.0
metaphlan2.9.21	order	Completeness (recall)	36	0.7333333333333333
metaphlan2.9.21	order	F1 score	36	0.846153846153846
metaphlan2.9.21	order	Jaccard index	36	0.7333333333333333
metaphlan2.9.21	order	Taxon counts	36	11.0
metaphlan2.9.21	family	True positives	36	22.0
metaphlan2.9.21	family	False negatives	36	6.0
metaphlan2.9.21	family	False positives	36	2.0
metaphlan2.9.21	family	Purity (precision)	36	0.9166666666666666
metaphlan2.9.21	family	Completeness (recall)	36	0.7857142857142857
metaphlan2.9.21	family	F1 score	36	0.8461538461538461
metaphlan2.9.21	family	Jaccard index	36	0.7333333333333333
metaphlan2.9.21	family	Taxon counts	36	24.0
metaphlan2.9.21	genus	True positives	36	50.0
metaphlan2.9.21	genus	False negatives	36	18.0
metaphlan2.9.21	genus	False positives	36	6.0
metaphlan2.9.21	genus	Purity (precision)	36	0.8928571428571429
metaphlan2.9.21	genus	Completeness (recall)	36	0.7352941176470589
metaphlan2.9.21	genus	F1 score	36	0.806451612903226
metaphlan2.9.21	genus	Jaccard index	36	0.6756756756756757
metaphlan2.9.21	genus	Taxon counts	36	56.0
metaphlan2.9.21	species	True positives	36	118.0
metaphlan2.9.21	species	False negatives	36	75.0
metaphlan2.9.21	species	False positives	36	25.0
metaphlan2.9.21	species	Purity (precision)	36	0.8251748251748252
metaphlan2.9.21	species	Completeness (recall)	36	0.6113989637305699
metaphlan2.9.21	species	F1 score	36	0.7023809523809524
metaphlan2.9.21	species	Jaccard index	36	0.5412844036697247
metaphlan2.9.21	species	Taxon counts	36	143.0
metaphlan2.9.21	strain	True positives	36	0.0
metaphlan2.9.21	strain	False negatives	36	235.0
metaphlan2.9.21	strain	False positives	36	0.0
metaphlan2.9.21	strain	Purity (precision)	36	0.0
metaphlan2.9.21	strain	Completeness (recall)	36	0.0
metaphlan2.9.21	strain	Jaccard index	36	0.0
metaphlan2.9.21	strain	Taxon counts	36	0.0
metaphlan2.9.21	superkingdom	L1 norm error	36	0.0
metaphlan2.9.21	phylum	L1 norm error	36	0.17365639999999996
metaphlan2.9.21	class	L1 norm error	36	0.2519928585153415
metaphlan2.9.21	order	L1 norm error	36	0.2535707688241289
metaphlan2.9.21	family	L1 norm error	36	0.37813988397283205
metaphlan2.9.21	genus	L1 norm error	36	0.5739362226549398
metaphlan2.9.21	species	L1 norm error	36	0.7573841292825234
metaphlan2.9.21	na	Weighted UniFrac error	36	3.3777126759862512
metaphlan2.9.21	na	Unweighted UniFrac error	36	1810.7168839768274
metaphlan2.9.21	superkingdom	Bray-Curtis distance	37	0.0
metaphlan2.9.21	phylum	Bray-Curtis distance	37	0.03487983632976365
metaphlan2.9.21	class	Bray-Curtis distance	37	0.0857757341285659
metaphlan2.9.21	order	Bray-Curtis distance	37	0.0857751682582635
metaphlan2.9.21	family	Bray-Curtis distance	37	0.14704292414171427
metaphlan2.9.21	genus	Bray-Curtis distance	37	0.24802776084300238
metaphlan2.9.21	species	Bray-Curtis distance	37	0.3010893403013731
metaphlan2.9.21	superkingdom	Shannon diversity	37	0.0
metaphlan2.9.21	superkingdom	Shannon equitability	37	0.0
metaphlan2.9.21	phylum	Shannon diversity	37	0.6212248508098989
metaphlan2.9.21	phylum	Shannon equitability	37	0.5654632277625747
metaphlan2.9.21	class	Shannon diversity	37	1.1261917887231776
metaphlan2.9.21	class	Shannon equitability	37	0.5415837695602665
metaphlan2.9.21	order	Shannon diversity	37	1.215699575073368
metaphlan2.9.21	order	Shannon equitability	37	0.5532887205126785
metaphlan2.9.21	family	Shannon diversity	37	1.8049405474994773
metaphlan2.9.21	family	Shannon equitability	37	0.5928484957559198
metaphlan2.9.21	genus	Shannon diversity	37	2.6501742119486194
metaphlan2.9.21	genus	Shannon equitability	37	0.6421342182487872
metaphlan2.9.21	species	Shannon diversity	37	3.955899806661527
metaphlan2.9.21	species	Shannon equitability	37	0.7775577199917209
metaphlan2.9.21	superkingdom	True positives	37	1.0
metaphlan2.9.21	superkingdom	False negatives	37	0.0
metaphlan2.9.21	superkingdom	False positives	37	0.0
metaphlan2.9.21	superkingdom	Purity (precision)	37	1.0
metaphlan2.9.21	superkingdom	Completeness (recall)	37	1.0
metaphlan2.9.21	superkingdom	F1 score	37	1.0
metaphlan2.9.21	superkingdom	Jaccard index	37	1.0
metaphlan2.9.21	superkingdom	Taxon counts	37	1.0
metaphlan2.9.21	phylum	True positives	37	3.0
metaphlan2.9.21	phylum	False negatives	37	1.0
metaphlan2.9.21	phylum	False positives	37	0.0
metaphlan2.9.21	phylum	Purity (precision)	37	1.0
metaphlan2.9.21	phylum	Completeness (recall)	37	0.75
metaphlan2.9.21	phylum	F1 score	37	0.8571428571428571
metaphlan2.9.21	phylum	Jaccard index	37	0.75
metaphlan2.9.21	phylum	Taxon counts	37	3.0
metaphlan2.9.21	class	True positives	37	8.0
metaphlan2.9.21	class	False negatives	37	2.0
metaphlan2.9.21	class	False positives	37	0.0
metaphlan2.9.21	class	Purity (precision)	37	1.0
metaphlan2.9.21	class	Completeness (recall)	37	0.8
metaphlan2.9.21	class	F1 score	37	0.888888888888889
metaphlan2.9.21	class	Jaccard index	37	0.8
metaphlan2.9.21	class	Taxon counts	37	8.0
metaphlan2.9.21	order	True positives	37	9.0
metaphlan2.9.21	order	False negatives	37	3.0
metaphlan2.9.21	order	False positives	37	0.0
metaphlan2.9.21	order	Purity (precision)	37	1.0
metaphlan2.9.21	order	Completeness (recall)	37	0.75
metaphlan2.9.21	order	F1 score	37	0.8571428571428571
metaphlan2.9.21	order	Jaccard index	37	0.75
metaphlan2.9.21	order	Taxon counts	37	9.0
metaphlan2.9.21	family	True positives	37	20.0
metaphlan2.9.21	family	False negatives	37	7.0
metaphlan2.9.21	family	False positives	37	1.0
metaphlan2.9.21	family	Purity (precision)	37	0.9523809523809523
metaphlan2.9.21	family	Completeness (recall)	37	0.7407407407407407
metaphlan2.9.21	family	F1 score	37	0.8333333333333334
metaphlan2.9.21	family	Jaccard index	37	0.7142857142857143
metaphlan2.9.21	family	Taxon counts	37	21.0
metaphlan2.9.21	genus	True positives	37	58.0
metaphlan2.9.21	genus	False negatives	37	19.0
metaphlan2.9.21	genus	False positives	37	4.0
metaphlan2.9.21	genus	Purity (precision)	37	0.9354838709677419
metaphlan2.9.21	genus	Completeness (recall)	37	0.7532467532467533
metaphlan2.9.21	genus	F1 score	37	0.8345323741007193
metaphlan2.9.21	genus	Jaccard index	37	0.7160493827160493
metaphlan2.9.21	genus	Taxon counts	37	62.0
metaphlan2.9.21	species	True positives	37	138.0
metaphlan2.9.21	species	False negatives	37	74.0
metaphlan2.9.21	species	False positives	37	24.0
metaphlan2.9.21	species	Purity (precision)	37	0.8518518518518519
metaphlan2.9.21	species	Completeness (recall)	37	0.6509433962264151
metaphlan2.9.21	species	F1 score	37	0.7379679144385026
metaphlan2.9.21	species	Jaccard index	37	0.5847457627118644
metaphlan2.9.21	species	Taxon counts	37	162.0
metaphlan2.9.21	strain	True positives	37	0.0
metaphlan2.9.21	strain	False negatives	37	254.0
metaphlan2.9.21	strain	False positives	37	0.0
metaphlan2.9.21	strain	Purity (precision)	37	0.0
metaphlan2.9.21	strain	Completeness (recall)	37	0.0
metaphlan2.9.21	strain	Jaccard index	37	0.0
metaphlan2.9.21	strain	Taxon counts	37	0.0
metaphlan2.9.21	superkingdom	L1 norm error	37	0.0
metaphlan2.9.21	phylum	L1 norm error	37	0.0697596726595273
